Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tracao,Portas,Rodas,Cor,Airbags,Numero_proprietarios,turbo,Idade_Carro,Idade_Categoria
-0.08288940778878272,1.001669675986842,2010.0,0.2426370943371389,0.6475898332933586,1.7261921422209678,1.7137855518707814,0.5897345375270145,1.6762904750861638,-0.3170027113606881,-1.6505512399894617,0.1699838623026877,1.4846723450179524,0.5843440355038542,1.2048188872555747,-1.4118269617587988,-0.3158904563037563,0.19617132681065597,-0.2511700088616256
-0.7232442236268377,-0.36977948744439443,2006.0,-1.850909464028473,-1.544187305897681,-0.24583422977809133,-1.2654645443987327,0.7521616504007314,-0.4860969878360401,-0.3170027113606881,0.16935968259832024,0.1699838623026877,0.6260305500258836,0.8862317092948075,-1.1042718200101536,-1.4118269617587988,-0.3158904563037563,0.9918086011879808,1.5943213098111157
-1.0078463639993067,-0.40772472121521913,2011.0,0.2426370943371389,0.6475898332933586,1.7261921422209678,0.3595809626573659,0.3919785120711188,-0.4860969878360401,-0.3170027113606881,-1.6505512399894617,0.1699838623026877,0.3398166183618606,-0.9250943334509131,-1.5660899614632993,-1.4118269617587988,-0.3158904563037563,-0.0027379917836752267,-0.2511700088616256
-0.5809431534406033,1.0992431342546771,2016.0,0.2426370943371389,0.6475898332933586,-1.231847415777621,-0.3175213319493418,0.29872364590889555,-0.4860969878360401,-0.3170027113606881,0.16935968259832024,0.1699838623026877,1.0553514475219181,-0.9250943334509131,-0.6424536785570079,0.7212144760712788,-0.3158904563037563,-0.9972845847553312,-0.2511700088616256
1.2689707589804446,0.806522759451172,2010.0,-1.850909464028473,0.6475898332933586,1.7261921422209678,-0.5883622497920249,1.4358643150865322,-0.4860969878360401,-0.3170027113606881,0.16935968259832024,0.1699838623026877,1.1984584133539296,-0.9250943334509131,1.2048188872555747,-0.700813149148773,-0.3158904563037563,0.19617132681065597,-0.2511700088616256
-0.5809431534406033,1.1913958448409656,2013.0,0.6613464060102613,0.6475898332933586,-0.24583422977809133,0.22416050373602436,0.939228474645002,-0.4860969878360401,-0.3170027113606881,0.16935968259832024,0.1699838623026877,-1.2343600057902657,-0.6232066596599596,1.2048188872555747,-0.700813149148773,-0.3158904563037563,-0.4005566289723376,-0.2511700088616256
0.2017127325836862,-0.5649264039800644,2014.0,0.6613464060102613,0.6475898332933586,-1.231847415777621,1.7137855518707814,0.5718843839293171,1.6762904750861638,-0.3170027113606881,1.9892706051861022,0.1699838623026877,1.1984584133539296,-0.9250943334509131,1.2048188872555747,-1.4118269617587988,-0.3158904563037563,-0.5994659475666688,-0.2511700088616256
-1.0078463639993067,1.3865427613766357,1999.0,-1.0134908406822283,-1.544187305897681,0.7401789562214383,2.2554673875561475,-1.5690546821997235,2.757484206547266,3.154547151056359,1.9892706051861022,-4.493722317257228,-1.2343600057902657,-1.8307573548237734,-1.5660899614632993,1.4322282886813045,-0.3158904563037563,2.384173831348299,1.5943213098111157
-0.5809431534406033,-0.5052981794830541,2016.0,0.6613464060102613,0.6475898332933586,-0.24583422977809133,-0.5883622497920249,-0.15496969237952637,-0.4860969878360401,-0.3170027113606881,0.16935968259832024,0.1699838623026877,-1.5205739374542886,-1.8307573548237734,1.2048188872555747,-1.4118269617587988,-0.3158904563037563,-0.9972845847553312,-0.2511700088616256
-0.5809431534406033,-0.5052981794830541,2016.0,0.6613464060102613,0.6475898332933586,-0.24583422977809133,-0.5883622497920249,-0.938647144510429,-0.4860969878360401,-0.3170027113606881,0.16935968259832024,0.1699838623026877,-0.9481460741262427,-0.9250943334509131,-0.6424536785570079,-1.4118269617587988,-0.3158904563037563,-0.9972845847553312,-0.2511700088616256
-0.5809431534406033,1.1913958448409656,2006.0,0.6613464060102613,0.6475898332933586,-0.24583422977809133,1.4429446340280982,1.8554241672040646,1.6762904750861638,-0.3170027113606881,1.9892706051861022,0.1699838623026877,0.769137515857895,-1.8307573548237734,1.2048188872555747,0.01020066346125285,-0.3158904563037563,0.9918086011879808,1.5943213098111157
1.2689707589804446,-1.0365314522746003,2017.0,0.6613464060102613,0.6475898332933586,-0.24583422977809133,0.3595809626573659,-1.1081887854435661,-0.4860969878360401,-0.3170027113606881,0.16935968259832024,0.1699838623026877,-1.3774669716222772,0.8862317092948075,1.2048188872555747,1.4322282886813045,-0.3158904563037563,-1.1961939033496625,-2.096661327534367
-1.0078463639993067,1.3865427613766357,2001.0,-1.0134908406822283,-1.544187305897681,-1.231847415777621,-0.3175213319493418,1.1003441002907997,-0.4860969878360401,3.154547151056359,0.16935968259832024,-4.493722317257228,0.053602686697837645,-0.9250943334509131,-1.5660899614632993,1.4322282886813045,3.165654359112429,1.986355194159637,1.5943213098111157
0.4863148729561551,1.489536967326017,1995.0,0.6613464060102613,-1.544187305897681,-0.24583422977809133,-0.5883622497920249,-1.5690546821997235,-0.4860969878360401,-0.3170027113606881,0.16935968259832024,0.1699838623026877,0.053602686697837645,2.0937824044586213,-0.6424536785570079,0.7212144760712788,-0.3158904563037563,3.179811105725624,1.5943213098111157
-0.5809431534406033,-0.5052981794830541,2011.0,0.6613464060102613,0.6475898332933586,-0.24583422977809133,-0.8592031676347079,0.27384020682341864,-0.4860969878360401,-0.3170027113606881,0.16935968259832024,0.1699838623026877,0.19670965252984912,0.5843440355038542,-0.6424536785570079,-0.700813149148773,-0.3158904563037563,-0.0027379917836752267,-0.2511700088616256
1.2689707589804446,0.0638803270793167,2009.0,0.2426370943371389,0.6475898332933586,1.7261921422209678,1.4429446340280982,3.311882961175883,1.6762904750861638,-0.3170027113606881,-1.6505512399894617,0.1699838623026877,-1.0912530399582543,-1.8307573548237734,1.2048188872555747,-1.4118269617587988,-0.3158904563037563,0.39508064540498716,-0.2511700088616256
0.2017127325836862,1.56000668718612,2007.0,1.498765029356506,-1.544187305897681,-1.231847415777621,-0.3175213319493418,0.5200400171406859,1.6762904750861638,3.154547151056359,1.9892706051861022,0.1699838623026877,1.1984584133539296,-0.9250943334509131,-0.6424536785570079,-0.700813149148773,3.165654359112429,0.7928992825936496,1.5943213098111157
0.6286159431423896,-0.9443787416883117,2014.0,0.2426370943371389,0.6475898332933586,-1.231847415777621,1.0366832572640736,0.46265954939880266,1.6762904750861638,-0.3170027113606881,-1.6505512399894617,0.1699838623026877,0.9122444816899066,-0.9250943334509131,1.2048188872555747,0.01020066346125285,-0.3158904563037563,-0.5994659475666688,-0.2511700088616256
1.2689707589804446,0.0638803270793167,2008.0,0.6613464060102613,0.6475898332933586,1.7261921422209678,1.4429446340280982,1.7650708214575919,1.6762904750861638,-0.3170027113606881,-1.6505512399894617,0.1699838623026877,0.9122444816899066,-0.9250943334509131,1.2048188872555747,0.7212144760712788,-0.3158904563037563,0.5939899639993184,1.5943213098111157
-0.2963410130681344,-0.012010140462332737,2007.0,0.2426370943371389,0.6475898332933586,-1.231847415777621,1.0366832572640736,1.332465733550845,1.6762904750861638,-0.3170027113606881,-1.6505512399894617,0.1699838623026877,0.9122444816899066,0.8862317092948075,0.7430007458024291,0.7212144760712788,3.165654359112429,0.7928992825936496,1.5943213098111157
